Year Term,Course Code,Course Title,Enrollment,Number Non-passing
2016 - Spring,SPAN349,Contemporary Spanish Novel,16,0
2016 - Spring,SPAN208S,Level IV Heritage Speakers,20,0
2016 - Spring,BOT322,Developmental Plant Anatomy,24,0
2016 - Spring,BOT355,Lichens and Bryophytes,28,0
2016 - Spring,BOT330L,Plant Ecology Lab,21,0
2016 - Spring,BIOL499,Directed Study,76,0
2016 - Spring,BIOL430,Intertidal Ecology,39,0
2016 - Spring,BOT330,Plant Ecology,68,0
2016 - Spring,BIOL335,Field Or Laboratory Problems,12,0
2016 - Spring,BIOL490,Senior Thesis,17,0
2016 - Spring,CHEM495,Undergraduate Research,30,0
2016 - Spring,CHEM410L,Inorganic Chemistry II Lab,11,0
2016 - Spring,CHEM410,Inorganic Chemistry,13,0
2016 - Spring,SCI331,Fund Sci Cncpt In Elem Educ,23,0
2016 - Spring,CS237,Bioinformatics Programming,15,0
2016 - Spring,CS449,Computer Security,29,0
2016 - Spring,ENGR416,Transport Phenomena,15,0
2016 - Spring,ENGR471,Thermodynamics II,18,0
2016 - Spring,ENGR492,Capstone Design Project,22,0
2016 - Spring,ENGR215,Intro To Design,41,0
2016 - Spring,ENVS370,"Energy, Technology and Society",12,0
2016 - Spring,EMP482,Nrpi Internship,10,0
2016 - Spring,EMP460,Env. Planning For Public Lands,12,0
2016 - Spring,EMP440,Managing Recreation Visitors,27,0
2016 - Spring,EMP430,Nat Res Mgmt Protected Areas,15,0
2016 - Spring,ENVS450,Applied Ecological Restoration,25,0
2016 - Spring,EMP453,Env Edu and Interp Pract Graph,14,0
2016 - Spring,ENVS482,Internship,16,0
2016 - Spring,EMP475,Senior Planning Practicum,12,0
2016 - Spring,ENVS350,Princ of Ecologic Restoration,24,0
2016 - Spring,ENVS411,Sustainable Campus,30,0
2016 - Spring,FISH480,Intro To Fish Conservat and Mg,16,0
2016 - Spring,FISH460,Principles Fishery Management,30,0
2016 - Spring,FISH499,Directed Study,11,0
2016 - Spring,FISH434,Biology of Pacific Salmon,20,0
2016 - Spring,FOR223,Introduction To Wildland Fire,42,0
2016 - Spring,FOR423,Wildland Fuels Management,14,0
2016 - Spring,SOIL461,Forest Soils Capstone,10,0
2016 - Spring,RRS475,Advanced Study Range Plants,16,0
2016 - Spring,FOR479,Forestry Capstone,17,0
2016 - Spring,FOR170,"Conclave,  Logging Sprts Cmptn",39,0
2016 - Spring,FOR431,Forest Restoration,48,0
2016 - Spring,SOIL460,Forest and Range Soils Mgmt,33,0
2016 - Spring,RRS370,Wildland Ecology Principles,29,0
2016 - Spring,GEOL485,Senior Seminar,17,0
2016 - Spring,GEOL110,Field Geol of The Western Us,19,0
2016 - Spring,GEOL435,Geology Field Methods - III,15,0
2016 - Spring,GEOL235,Geology Field Methods 1,13,0
2016 - Spring,GEOL306,General Geomorphology,24,0
2016 - Spring,STAT410,Modern Statistical Modeling,10,0
2016 - Spring,MATH99,Tutoring Math 40 Ile,18,0
2016 - Spring,MATH470,School Math From Adv Viewpt II,10,0
2016 - Spring,OCN310,Biological Oceanography,20,0
2016 - Spring,PHYX495,Undergraduate Research,22,0
2016 - Spring,PHYX320,Modern Physics,14,0
2016 - Spring,WLDF450,Principles Wildlife Diseases,22,0
2016 - Spring,WLDF475,Wildlife Ethology,48,0
2016 - Spring,WLDF485,Senior Seminar Wildlife Mgmt,65,0
2016 - Spring,WLDF490,Honors Thesis,13,0
2016 - Spring,WLDF482,Wildlife Conclave,18,0
2016 - Spring,WLDF423,Wildlife Mgmt (Nongame Wldf),78,0
2016 - Spring,BA482,Internship,53,0
2016 - Spring,BA455,Govt'l and Nonprofit Accountin,27,0
2016 - Spring,BA446,Marketing Research,28,0
2016 - Spring,BA401,Adv Sustainable Mngmnt Apps,44,0
2016 - Spring,BA310,Business Law,39,0
2016 - Spring,CD482,Directed Field Experience,17,0
2016 - Spring,CD469,Contemp Issues In Child Devlpm,27,0
2016 - Spring,CD257,Supervised Work W and  Childre,15,0
2016 - Spring,AIE340,Instructional Practices,13,0
2016 - Spring,CD479,Policy Analysis and Advocacy,31,0
2016 - Spring,CD366,Exceptional Children and Famil,44,0
2016 - Spring,CD357,Early Literacy,33,0
2016 - Spring,AIE335,Social  and Cultural Considera,32,0
2016 - Spring,ECON323D,Econ Hist of U.S.-Addl Depth,19,0
2016 - Spring,EDUC377,Educ of Excptnl Individuals,23,0
2016 - Spring,PE151,Ultimate Frisbee Beginning,19,0
2016 - Spring,KINS490,Practica,21,0
2016 - Spring,KINS480L,Hpl Lab Techniques,12,0
2016 - Spring,KINS475,Elementary School P.E.,37,0
2016 - Spring,KINS460,Hpl Techniques,58,0
2016 - Spring,KINS385,Adapted Physical Education,37,0
2016 - Spring,KINS315,Cncpts of Tchng Dynmc Pttrn Mv,30,0
2016 - Spring,KINS276,Technique In Athletic Training,39,0
2016 - Spring,HED405,School Health Programs,22,0
2016 - Spring,HED390,Design and Implmntatn of Hp Pr,23,0
2016 - Spring,REC375,Winter Adventure Leadership,17,0
2016 - Spring,REC302,Inclusive Recreation,38,0
2016 - Spring,PE470,Rescue Diver,16,0
2016 - Spring,PE362,Advanced Scuba,33,0
2016 - Spring,PE282,D.A.N. Oxygen Provider Cert.,44,0
2016 - Spring,KINS482,Internship In Kines On-Campus,16,0
2016 - Spring,REC365,Travel Industry Management,19,0
2016 - Spring,PE262,Scuba Beginning,22,0
2016 - Spring,PE432,Intercollegiate Football,10,0
2016 - Spring,LSEE412,Senior Capstone,21,0
2016 - Spring,LSEE312,Soc Studs and Scie Fldwk Obs a,14,0
2016 - Spring,LSEE411,Language Arts Fieldwork and Se,23,0
2016 - Spring,PSYC497,Mentoring,36,0
2016 - Spring,PSYC495,Research In Psych,36,0
2016 - Spring,PSYC454,Interviewing and Counslng Tech,42,0
2016 - Spring,SW456,Field Experience Seminar,66,0
2016 - Spring,SW442,Soc Wk and Community Justice,57,0
2016 - Spring,SW341,Soc Work Methods and Practice,77,0
2016 - Spring,SW455,Social Work Field Experience,66,0
2016 - Spring,SW341M,Sw Methods and Practice Lab,77,0
2021 - Spring,COMM100,Fund Speech Comm,273,51
2021 - Spring,PSCI110,American Government,234,42
2021 - Spring,PHIL100,Logic,75,34
2021 - Spring,GSP101,Geospatial Concepts,100,34
2021 - Spring,GSP101L,Geospatial Concepts Lab,100,34
2021 - Spring,CHEM109,General Chemistry,126,30
2021 - Spring,MATH101T,Trigonometry,113,29
2021 - Spring,CHEM198,Supplemental Instruction,121,29
2021 - Spring,ENGL103,Composition and Rhetoric B,202,29
2021 - Spring,GSP270,Introduction To Gis,95,28
2021 - Spring,STAT108,Elementary Statistics,94,27
2021 - Spring,HIST111,U.S. History Since 1877,74,26
2021 - Spring,BIOL105,Principles of Biology,140,26
2021 - Spring,SOC282L,Sociological Statistics Lab,51,25
2021 - Spring,STAT109,Introductory Biostatistics,117,24
2021 - Spring,ENGL104,Accelerated Comp and Rhetoric,70,23
2021 - Spring,CHEM107,Fundamentals of Chemistry,94,23
2021 - Spring,BIOL340,Genetics,130,23
2021 - Spring,NAS200,Indian In Am Hist,140,23
2021 - Spring,PHIL107,Intro To Philosophy,47,22
2021 - Spring,MATH105,Calculus and Bio Sci and Nat R,68,22
2021 - Spring,PHYX106,"Col Phyx,  Mechanics and Heat",108,22
2021 - Spring,CHEM110,General Chemistry,132,22
2021 - Spring,SOC303,Race and Inequality,50,20
2021 - Spring,HIST110,U.S. History To 1877,123,20
2021 - Spring,MATH101,College Algebra,45,19
2021 - Spring,NAS306,Native People of North America,72,19
2021 - Spring,ENGL102,Composition and Rhetoric A,79,19
2021 - Spring,BOT105,General Botany,163,18
2021 - Spring,RRS306,Wildland Resource Principles,65,17
2021 - Spring,GEOG106,Physical Geography,75,17
2021 - Spring,PSYC100,Psych of Critical Thinking,91,17
2021 - Spring,FOR131,Forest Ecology,74,16
2021 - Spring,PSYC104,Intro Psychology,75,16
2021 - Spring,WS107,"Women, Culture, History",80,16
2021 - Spring,PE144,Stretch and Relaxation Techniq,111,16
2021 - Spring,ART103B,Survey of Art History II,64,15
2021 - Spring,SOC104,Introductory Sociology,78,15
2021 - Spring,BIOL198,Supplemental Instruction,50,14
2021 - Spring,FISH300,Intro To Fishery Biology,50,14
2021 - Spring,FILM102,Intro Radio and Tv and Film,75,14
2021 - Spring,CRGS108,"Pwr and Privilege, gen and Rac",79,14
2021 - Spring,ZOOL356,Mammalogy,97,14
2021 - Spring,PHYX303,Life In The Universe,121,14
2021 - Spring,PSYC242,Intro Psych Research Design,43,13
2021 - Spring,BIOL304,Human Genetics,45,13
2021 - Spring,ART105B,Beginning Drawing,48,13
2021 - Spring,GEOL106,Earthquake Country,70,13
2021 - Spring,BIOL102,Human Biology,74,13
2021 - Spring,HED100,Sound Mind Sound Body,78,13
2021 - Spring,PSYC324,Cognitive Psychology,96,13
2021 - Spring,NAS104,Intro To Nat American Studies,123,13
2021 - Spring,PE259,Yoga,141,13
2021 - Spring,ECON210,Principles of Economics,33,12
2021 - Spring,MATH102,Algebra and Elementary Functio,45,12
2021 - Spring,FOR365,Forest Financial Administratio,54,12
2021 - Spring,GSP216,Introduction To Remote Sensing,65,12
2021 - Spring,SOC303M,Race and Inequality For Majors,24,11
2021 - Spring,CS243,Architecture,28,11
2021 - Spring,ENGL306,Graphic Novels and Comics,29,11
2021 - Spring,BOT198,Bot 105 Supplemental Instruct,35,11
2021 - Spring,SOIL104,Sustainable Agriculture,39,11
2021 - Spring,ART103A,Survey of Art History I,45,11
2021 - Spring,JMC309,Analyzing Mass Media Messages,76,11
2021 - Spring,BA250,Financial Accounting,27,10
2021 - Spring,PHIL306,"Race, Racism and Philosophy",33,10
2021 - Spring,FOR223,Introduction To Wildland Fire,41,10
2021 - Spring,BIOL102L,Human Biology Lab,47,10
2021 - Spring,PSYC321,Intro Behavioral Neuroscience,89,10
2021 - Spring,PSYC438,Dynamics of Abnormal Behavior,96,10
2021 - Spring,SOC372,Proseminar,23,9
2021 - Spring,STAT8,Support For Stat 108i,23,9
2021 - Spring,STAT108I,Elementary Statistics Is,23,9
2021 - Spring,SPAN106,Spanish Level II,42,9
2021 - Spring,COMM103,Critical Listening and Thinkin,43,9
2021 - Spring,PSYC485,Senior Seminar,45,9
2021 - Spring,MATH210,Calculus III,48,9
2021 - Spring,WLDF311,Wildlife Techniques,51,9
2021 - Spring,PSYC335,Social Psychology,54,9
2021 - Spring,MUS104,Intro To Music,61,9
2021 - Spring,RS105,World Religions,64,9
2021 - Spring,FOR130,Dendrology,67,9
2021 - Spring,SOC302,Forests and Culture,70,9
2021 - Spring,BA322,Business Analytics,77,9
2021 - Spring,PHIL198,Supplemental Instruction Logic,14,8
2021 - Spring,ENGL120,Intro To English Major,22,8
2021 - Spring,ECON104,Contemporary Topics In Econ,27,8
2021 - Spring,ES107,Chican@ and Latin@ Lives,30,8
2021 - Spring,CS112,Computer Science Foundations 2,30,8
2021 - Spring,PSYC241,Intro Psych Statistics,30,8
2021 - Spring,PHIL303,Theories of Ethics,32,8
2021 - Spring,JMC305,Internat'l Mass Communication,36,8
2021 - Spring,GEOG302,Global Ecology and Biogeograph,38,8
2021 - Spring,ANTH307,Chinese Cultural Heritage,48,8
2021 - Spring,MATH109,Calculus I,50,8
2021 - Spring,BA360,Principles of Finance,51,8
2021 - Spring,GEOG301,Intnl Envir Issues and Glbalza,66,8
2021 - Spring,WLDF301,Principles of Wldlfe Mngmnt,73,8
2021 - Spring,SOIL260,Introduction To Soil Science,86,8
2021 - Spring,BOT350,Plant Taxonomy,124,8
2021 - Spring,ZOOL110,Introductory Zoology,128,8
2021 - Spring,RS341,Spiritual Traditions of India,17,7
2021 - Spring,JMC125,Intro To Journalism Tools,18,7
2021 - Spring,CD355,Language Development,22,7
2021 - Spring,ART282,Jewelry and Small Metals I,23,7
2021 - Spring,MATH103,Contemporary Mathematics,23,7
2021 - Spring,ECON310,Intmed Microtheory and Strateg,23,7
2021 - Spring,ART105C,Color and Design,25,7
2021 - Spring,ENGR211,Solid Mechanics Dynamics,26,7
2021 - Spring,ZOOL198,Zool 110 Supplemental Instruct,27,7
2021 - Spring,CS211,Data Structures,27,7
2021 - Spring,GEOG105,Cultural Geography,29,7
2021 - Spring,KINS483,Eval Techniques of Kinesiology,40,7
2021 - Spring,CHEM324L,Organic Chemistry I Laboratory,42,7
2021 - Spring,ANTH104,Cultural Anthropology,45,7
2021 - Spring,PSYC336,Social Influence and Persuasio,46,7
2021 - Spring,FOR311,Forest Mensuration and Growth,49,7
2021 - Spring,BA370,Principles of Management,55,7
2021 - Spring,COMM300,American Public Discourse,56,7
2021 - Spring,BA105,Critical Thinking In Org.,59,7
2021 - Spring,BIOL330,Principles of Ecology,71,7
2021 - Spring,MUS301,"Rock,  An American Music",77,7
2021 - Spring,FOR359,Ca and Us Forest and Wildland,77,7
2021 - Spring,CHEM228,Brief Organic Chemistry,80,7
2021 - Spring,HIST210,Historical Methods,16,6
2021 - Spring,MUS305,Jazz - An American Art Form,20,6
2021 - Spring,ENGR325,Comp Mthds For Env Engnring II,20,6
2021 - Spring,PHYX109,"Gen Phyx I,  Mechanics",21,6
2021 - Spring,MATH104,Finite Mathematics,22,6
2021 - Spring,JMC150,Desktop Publishing,23,6
2021 - Spring,LSEE380,Math In The Elem Classroom,24,6
2021 - Spring,ANTH331,Paleoanthropology,25,6
2021 - Spring,BA332,Intermed Business Stats,26,6
2021 - Spring,PHIL104,Asian Philosophy,28,6
2021 - Spring,CRIM225,Inequalities and Crime,29,6
2021 - Spring,ENGL105,Introduction To Literature,30,6
2021 - Spring,REC252,"Diving 1st Aid, Hsu Div Intro",30,6
2021 - Spring,OCN109,General Oceanography,31,6
2021 - Spring,PHIL309B,"Perspectives, hum,sci,soc Sci",33,6
2021 - Spring,GSP316,Cartography,34,6
2021 - Spring,SOC330,Social Deviance,34,6
2021 - Spring,PHYX315,Intro To Electronics,34,6
2021 - Spring,CD209,Middle Childhood Development,37,6
2021 - Spring,ES105,Intro To U.S. Ethnic Studies,38,6
2021 - Spring,JMC302,Mass Media and Popular Arts,39,6
2021 - Spring,KINS492,Senior Seminar In Kinesiology,39,6
2021 - Spring,WS106,Intro To Women's Studies,40,6
2021 - Spring,PSCI230,Intro To Cmprtive Politics,41,6
2021 - Spring,ART302,Fascism East and West,44,6
2021 - Spring,ART301,Renaissance and Baroque Prints,45,6
2021 - Spring,ART108,Beg Graphic Design,48,6
2021 - Spring,PSYC320,Behavior Analysis,49,6
2021 - Spring,WSHD310,Hydrology and Watershed Mgmt,53,6
2021 - Spring,PHIL106,Moral Controversies,56,6
2021 - Spring,BA340,Principles of Marketing,62,6
2021 - Spring,BOT356,Phycology,67,6
2021 - Spring,WLDF365,Ornithology I,74,6
2021 - Spring,MUS302,Music In World Culture,77,6
2021 - Spring,ZOOL310,Animal Physiology,91,6
2021 - Spring,BOT300,Plants and Civilization,119,6
2021 - Spring,PHIL485,"Selected Issues, Phil of Lang",12,5
2021 - Spring,GEOG106L,Physical Geography Laboratory,13,5
2021 - Spring,NAS468,Tribal Justice Systems,14,5
2021 - Spring,ANTH354,Cultural Resource Management,16,5
2021 - Spring,PHYX320,Modern Physics,18,5
2021 - Spring,ANTH210,Intro To Anthropology Major,20,5
2021 - Spring,KINS425,Strength and Conditioning,20,5
2021 - Spring,GEOL435,Geology Field Methods - III,21,5
2021 - Spring,KINS165,Foundations of Kinesiology,21,5
2021 - Spring,CRGS430,Queer Across Cultures,22,5
2021 - Spring,ANTH318,Ethnography,23,5
2021 - Spring,ENGR326,Comp Mthds For Env Eng III,23,5
2021 - Spring,ANTH329,Anthropology of Art,25,5
2021 - Spring,ANTH330,Method and Theory In Bioanth,25,5
2021 - Spring,CRIM410,Criminology Theory,26,5
2021 - Spring,FISH320,Limnology,26,5
2021 - Spring,ES106,Intro To Black Studies,28,5
2021 - Spring,ART437,Professional Practices In Art,29,5
2021 - Spring,CRIM125,Introduction To Cjs,29,5
2021 - Spring,HIST383,California History,31,5
2021 - Spring,OCN109L,Gen Ocn Lab,31,5
2021 - Spring,CRGS360,"Race, Gender and Us Law",33,5
2021 - Spring,ENGL344,Young Adult Literature,36,5
2021 - Spring,HED390,Design and Implmntatn of Hp Pr,36,5
2021 - Spring,SOC382,Intro To Social Research,39,5
2021 - Spring,WLDF495,Senior Project,39,5
2021 - Spring,SOC275,The Emerald Triangle,40,5
2021 - Spring,ART251,Beginning Digital Photography,44,5
2021 - Spring,COMM309B,Gender and Communication,46,5
2021 - Spring,RS301,Religion In America,46,5
2021 - Spring,PSYC240,Understanding Research In Psyc,46,5
2021 - Spring,ART106,Beg Painting,47,5
2021 - Spring,ENST123,Green Building,49,5
2021 - Spring,ANTH103,Biological Anthropology,50,5
2021 - Spring,BIOL350,Cell Biology,57,5
2021 - Spring,WLDF210,Intro To Wldlfe Conserv and Ad,64,5
2021 - Spring,SW356,Social Work Field Preparation,65,5
2021 - Spring,SW341,Soc Work Methods and Practice,65,5
2021 - Spring,PHIL302,Environmental Ethics,68,5
2021 - Spring,REC302,Inclusive Recreation,76,5
2021 - Spring,FILM306,Art of Film and 1950 To Presen,82,5
2021 - Spring,BIOL307,Evolution,83,5
2021 - Spring,PHYX340,Math and Computational Methods,11,4
2021 - Spring,PHIL342,"Descartes, Locke, Hume",13,4
2021 - Spring,ENGL308B,Women In Literature,14,4
2021 - Spring,GEOG302M,Biogeography Depth Experience,14,4
2021 - Spring,MATH4,Support For Math 104i,14,4
2021 - Spring,MATH104I,Finite Math Is,14,4
2021 - Spring,DANC103,Modern I,16,4
2021 - Spring,PHYX198,Supplemental Instr.Physics 106,16,4
2021 - Spring,JMC324,Magazine Writing,17,4
2021 - Spring,CS312,Algorithms,19,4
2021 - Spring,BA437,Entrepreneurial Analytics,21,4
2021 - Spring,COMM319,Communication Research,22,4
2021 - Spring,SPAN105,Spanish Level I,22,4
2021 - Spring,BA106D,Adv. Sustainability-Add.Depth,22,4
2021 - Spring,ART325,Life Drawing II,23,4
2021 - Spring,TA328,Production Practicum,24,4
2021 - Spring,CD310,Perspectives and History andth,24,4
2021 - Spring,WLDF450,Principles Wildlife Diseases,25,4
2021 - Spring,JMC120,Beginning Reporting,27,4
2021 - Spring,NAS332,Environmental Justice,27,4
2021 - Spring,ECON308,History of Economic Thought,28,4
2021 - Spring,FOR479,Forestry Capstone,29,4
2021 - Spring,ES310,U.S. and Mexico Border,30,4
2021 - Spring,CRGS313,Community Activism,30,4
2021 - Spring,AHSS101,The Stories We Tell,31,4
2021 - Spring,MATH110,Calculus II,34,4
2021 - Spring,ECON323,Economic History of The U.S.,34,4
2021 - Spring,SOC320,Social Ecology,35,4
2021 - Spring,ART290,Beg Ceramics,36,4
2021 - Spring,CRIM431,Juvenile Delinquency,36,4
2021 - Spring,ECON309D,Econ Sustain Society-Add Depth,36,4
2021 - Spring,PSCI303,Third World Politics,37,4
2021 - Spring,BA431,Global Ecommerce Entrepreneur,37,4
2021 - Spring,ES308,Multicult Perspectvs Amer Soc,38,4
2021 - Spring,REC100,Leisure In Society,40,4
2021 - Spring,PSCI160,California Institutions,41,4
2021 - Spring,PSCI159,California Government,43,4
2021 - Spring,FOR431,Forest Restoration,45,4
2021 - Spring,PHYX118,"College Phyx, biologic Applict",45,4
2021 - Spring,BA430,Introduction To New Ventures,45,4
2021 - Spring,ZOOL270,Human Anatomy,46,4
2021 - Spring,PSYC337,Personality Theory and Researc,47,4
2021 - Spring,BOT359,Ascomycetes and Basidiomycetes,48,4
2021 - Spring,PSYC311D,Human Development Discussion,48,4
2021 - Spring,PSYC302,Psychology of Prejudice,49,4
2021 - Spring,ANTH305,"Hum Ev Bio, Diversity, Health",51,4
2021 - Spring,SW101,Intro To Sw and Sw Institution,53,4
2021 - Spring,CS309,Computers and Social Change,62,4
2021 - Spring,WLDF244,Wildlife Policy and Animal Wel,62,4
2021 - Spring,ECON309,The Econ of A Sustainable Soc,63,4
2021 - Spring,SW341M,Sw Methods and Practice Lab,65,4
2021 - Spring,HIST108,East Asian Civ. Since 1644,10,3
2021 - Spring,CS111,Computer Science Foundations 1,10,3
2021 - Spring,OCN420,Oceans and Climate,10,3
2021 - Spring,ECON210L,Supplemental Instruction,10,3
2021 - Spring,JMC327,Newspaper Lab,11,3
2021 - Spring,PSCI324,The Arab-Israeli Conflict,11,3
2021 - Spring,HIST490,Senior Seminar In History,12,3
2021 - Spring,MUS108K,Beginning Piano,12,3
2021 - Spring,MUS215,Theory II,12,3
2021 - Spring,FREN105,French Level I,12,3
2021 - Spring,FISH320L,Limnology Practicum,12,3
2021 - Spring,MATH215,Multivariate Calc and Biosci a,12,3
2021 - Spring,WS308B,"Women In Literature,  Domestic",13,3
2021 - Spring,MUS108V,Beginning Voice,13,3
2021 - Spring,ANTH482,Anthropology Internship,14,3
2021 - Spring,MATH343,Intro Algebraic Struct (4) S.,14,3
2021 - Spring,FISH458,Fish Population Dynamics,17,3
2021 - Spring,REC220,Leisure Programming,17,3
2021 - Spring,ANTH310,History of Anthropology,18,3
2021 - Spring,ART350,"Intermed Ceramics,  High Fire",18,3
2021 - Spring,INTL210,Introduction To Int'l Studies,18,3
2021 - Spring,MUS220,"Studio Piano, Int.",18,3
2021 - Spring,RS104,Asian Religions,18,3
2021 - Spring,MATH313,Ordinary Differential Equation,18,3
2021 - Spring,MUS108G,Beginning Acoustic Guitar,19,3
2021 - Spring,GEOL334,Structural Geology,19,3
2021 - Spring,ANTH340,Language and Culture,20,3
2021 - Spring,GEOG473M,Weather Sys and Severe Depth E,20,3
2021 - Spring,JMC450,Media Management,20,3
2021 - Spring,SPAN340,Intro To Analysis Hispanic Lit,20,3
2021 - Spring,PE289,"Yoga, Advanced",20,3
2021 - Spring,GSP318,Geospatial Programming I,21,3
2021 - Spring,REC362,Master Diver,21,3
2021 - Spring,GSP370,Intermediate Gis,22,3
2021 - Spring,CS480,Mobile Apps,22,3
2021 - Spring,CS480L,Mobile Apps,22,3
2021 - Spring,ENGL360,Lawandlit of Slavery andresist,23,3
2021 - Spring,FOR423,Wildland Fuels Management,23,3
2021 - Spring,BA451,Intermed Financ Accounting II,23,3
2021 - Spring,ECON305,Internat'l Econ and Globalizat,23,3
2021 - Spring,ANTH410,Anthropology Capstone,24,3
2021 - Spring,ART324,Advanced Drawing,24,3
2021 - Spring,HIST350,History of The Soviet Union,24,3
2021 - Spring,PSCI410,American Constitutional Law,25,3
2021 - Spring,PSCI295,Political Research and Analysi,25,3
2021 - Spring,ENGR322,Envrnmntl Data Modeling and An,25,3
2021 - Spring,PHYX211,General Physics C,26,3
2021 - Spring,KINS447,Pharmacology and Ergogenic Aid,26,3
2021 - Spring,WS318,Gay and Lesbian Issues In Scho,27,3
2021 - Spring,AHSS108,"Nature, Culture, and Food",28,3
2021 - Spring,MATH253,Discrete Mathematics,28,3
2021 - Spring,ANTH105,Archaeology and World Prehisto,29,3
2021 - Spring,COMM324,Nonverbal Communication,29,3
2021 - Spring,COMM415,Communication Theory,29,3
2021 - Spring,FILM318,Art of Film Discussion,30,3
2021 - Spring,CHEM323,Nmr Techniques,30,3
2021 - Spring,ENGR225,Comp Methds For Env Engrng I,30,3
2021 - Spring,OCN304,Resources of The Sea,30,3
2021 - Spring,BA252,Management Accounting,30,3
2021 - Spring,ART104K,"Africa,oceania, The Americas",31,3
2021 - Spring,CS232,Python Programming,31,3
2021 - Spring,ENGL342,Postcolonial Shakespeares,32,3
2021 - Spring,PHIL304,Philosophy of Sex and Love,32,3
2021 - Spring,CS100,Critical Thinking W and  Compu,32,3
2021 - Spring,HED231,Basic Human Nutrition,34,3
2021 - Spring,SOC308,Soc of Altruism and Compassion,35,3
2021 - Spring,PHYX210,General Physics B,35,3
2021 - Spring,BA210,Legal Environment of Business,35,3
2021 - Spring,CRIM325,Law and Society,36,3
2021 - Spring,CHEM128,Intro To Organic Chemistry,37,3
2021 - Spring,CHEM324,Organic Chemistry I,38,3
2021 - Spring,WLDF423,Wildlife Mgmt (Nongame Wldf),38,3
2021 - Spring,ZOOL314,Invertebrate Zoology,39,3
2021 - Spring,JMC105,Intro To Mass Communication,41,3
2021 - Spring,WLDF460,Conservation Biology,44,3
2021 - Spring,PE119,Aerobics Beginning,47,3
2021 - Spring,KINS484,Motor Development Motor Learn,48,3
2021 - Spring,BIOL104,General Biology,49,3
2021 - Spring,ANTH302,Anthropology of Religion,50,3
2021 - Spring,ENGR330,Mech and Science of Materials,51,3
2021 - Spring,PSYC400,Health Psychology,51,3
2021 - Spring,WLDF431,Ecol and Mgmt of Upland Habita,55,3
2021 - Spring,ART100,Global Perspectives In Art,59,3
2021 - Spring,SW442,Soc Wk and Community Justice,63,3
2021 - Spring,FOR222,Forest Health and Protection,64,3
2021 - Spring,SW330,Social Work Policy,64,3
2021 - Spring,PSYC300,Psychology of Women,72,3
2021 - Spring,REC455,Internship and Career Workshop,10,2
2021 - Spring,ENGL318,Rhetoric For Writers,13,2
2021 - Spring,ENGR331,Thermo and Energy Systems,13,2
2021 - Spring,MATH371,Geometry,13,2
2021 - Spring,SPAN435,Applied Linguistics,14,2
2021 - Spring,STAT333,Linear Regression Models and A,14,2
2021 - Spring,WLDF468,Spatial Wildlife Ecology,14,2
2021 - Spring,ENGL110,Writing Lab,15,2
2021 - Spring,ENGL231,Survey of British Lit,15,2
2021 - Spring,JMC480,Centennial Documentary,15,2
2021 - Spring,TA387,Patterning For Costumeandcospl,15,2
2021 - Spring,PSCI412,Legal Research,16,2
2021 - Spring,SOC310,Sociological Theory,16,2
2021 - Spring,FISH434,Biology of Pacific Salmon,16,2
2021 - Spring,CD357,Early Literacy,16,2
2021 - Spring,CRGS485,Senior Portfolio,17,2
2021 - Spring,GEOG363,Political Geography,17,2
2021 - Spring,CHEM441,Instrumental Analysis,17,2
2021 - Spring,OCN330,Chemical Oceanography,17,2
2021 - Spring,ECON308D,Hist of Econ Thought-Add Depth,17,2
2021 - Spring,ENGL220,"Literature, Identity and Rprsn",18,2
2021 - Spring,RS393,Religion and The Body,18,2
2021 - Spring,TA106,Behind The Scenes In Theatre,18,2
2021 - Spring,CD469,Contemp Issues In Child Devlpm,18,2
2021 - Spring,ECON310L,Supplemental Instruction,18,2
2021 - Spring,ENGL314,"Creative Writing,  Nonfiction",19,2
2021 - Spring,CD479,Policy Analysis and Advocacy,19,2
2021 - Spring,CD211,Perspectives and Prof Developm,19,2
2021 - Spring,ART326,Inter Painting,20,2
2021 - Spring,MATH241,Elements of Linear Algebra,20,2
2021 - Spring,KINS486,Theory of Coaching,20,2
2021 - Spring,ENGL406,Theory of Composition,21,2
2021 - Spring,SPAN310,Spanish Advanced Oral Skills,22,2
2021 - Spring,CS461,Computational Models,22,2
2021 - Spring,TA104,Story Through Word and Image,23,2
2021 - Spring,SCI100,Becoming A Stem Professional,23,2
2021 - Spring,ART107,Beginning Printmaking,24,2
2021 - Spring,COMM108,Oral Interpretation,24,2
2021 - Spring,ENGL107,Critical Writing,24,2
2021 - Spring,BA462,Problems In Financial Mgmt,24,2
2021 - Spring,HED120,Rspnding To Emergencies-Cprfpr,24,2
2021 - Spring,ART105D,3d Foundations,25,2
2021 - Spring,BA455,Govt'l and Nonprofit Accountin,25,2
2021 - Spring,REC420,Legal and Fin Aspects Recreati,25,2
2021 - Spring,AHSS180,Global Humboldt Seminar,26,2
2021 - Spring,JMC328,Law of Mass Communication,26,2
2021 - Spring,FILM425,Film Directing and Prod Proces,26,2
2021 - Spring,FISH460,Principles Fishery Management,26,2
2021 - Spring,BA464,International Business Finance,26,2
2021 - Spring,BA452,"Cost Acctg, Planning and Contr",26,2
2021 - Spring,CD251,"Chldrn, Families and Their Com",26,2
2021 - Spring,GEOL308,Natural Disasters,27,2
2021 - Spring,BA106,Advocating For Sustainability,27,2
